orf_id,transcript,gene,is_canonical,classification,orf_class,chromosome,coor1,coor2,strand
orf103330,chr7_974875,YGR241C,canonical,conserved,Verified,chrVII,974875,976581,-
orf86159,chr7_977152,NA,noncanonical,denovo,None,chrVII,977152,977283,+
orf90032,chr7_977336,YGR243W,canonical,conserved,Verified,chrVII,977336,977776,+
orf90033,chr7_977828,NA,noncanonical,denovo,None,chrVII,977828,977959,+
orf95023,chr7_978036,YGR244C,canonical,conserved,Verified,chrVII,978036,979319,-
orf86162,chr7_978307,NA,noncanonical,other,None,chrVII,978307,978828,+
orf99067,chr7_979436,NA,noncanonical,denovo,None,chrVII,979436,979636,-
orf103324,chr7_979765,YGR245C,canonical,conserved,Verified,chrVII,979765,982068,-
orf94998,chr7_982482,YGR246C,canonical,conserved,Verified,chrVII,982482,984272,-
orf86180,chr7_984487,NA,noncanonical,other,None,chrVII,984487,984594,+
orf86181,chr7_984601,NA,noncanonical,denovo,None,chrVII,984601,984699,+
orf94199,chr7_984966,YGR247W,canonical,conserved,Verified,chrVII,984966,985685,+
orf86190,chr7_985972,YGR248W,canonical,conserved,Verified,chrVII,985972,986739,+
orf90074,chr7_988049,YGR249W,canonical,conserved,Verified,chrVII,988049,989419,+
orf90075,chr7_989552,NA,noncanonical,other,None,chrVII,989552,989626,+
orf86929,chr7_98969,YGL207W,canonical,conserved,Verified,chrVII,98969,102076,+
orf94972,chr7_989961,NA,noncanonical,denovo,None,chrVII,989961,990122,-
orf94966,chr7_991176,YGR250C,canonical,conserved,Verified,chrVII,991176,993521,-
orf103284,chr7_993838,NA,noncanonical,denovo,None,chrVII,993838,993945,-
orf99006,chr7_993923,NA,noncanonical,denovo,None,chrVII,993923,994006,-
orf86220,chr7_994609,NA,noncanonical,denovo,None,chrVII,994609,994680,+
orf94234,chr7_994803,NA,noncanonical,other,None,chrVII,994803,994871,+
orf90102,chr7_995639,YGR251W,canonical,conserved,Verified,chrVII,995639,996229,+
orf90108,chr7_996869,YGR252W,canonical,conserved,Verified,chrVII,996869,998188,+
orf98987,chr7_998273,NA,noncanonical,other,None,chrVII,998273,998374,-
orf94952,chr7_998358,YGR253C,canonical,conserved,Verified,chrVII,998358,999140,-
orf90111,chr7_998651,NA,noncanonical,other,None,chrVII,998651,998821,+
orf98978,chr7_999254,NA,noncanonical,denovo,None,chrVII,999254,999391,-
orf103262,chr7_999721,NA,noncanonical,denovo,None,chrVII,999721,999792,-
orf98976,chr7_999752,NA,noncanonical,denovo,None,chrVII,999752,999814,-
orf98974,chr7_999998,NA,noncanonical,denovo,None,chrVII,999998,1000108,-
orf118948,chr8_100324,NA,noncanonical,denovo,None,chrVIII,100324,100506,-
orf109301,chr8_100400,NA,noncanonical,other,None,chrVIII,100400,100621,+
orf118946,chr8_100648,YHL003C,canonical,conserved,Verified,chrVIII,100648,101883,-
orf116849,chr8_102587,YHL002C-A,noncanonical,other,Dubious,chrVIII,102587,103075,-
orf111434,chr8_102612,YHL002W,canonical,conserved,Verified,chrVIII,102612,103970,+
orf117191,chr8_10352,NA,noncanonical,other,None,chrVIII,10352,10390,-
NA,chr8_104277,YHL001W,canonical,conserved,Verified,chrVIII,104277,105091,+
orf115125,chr8_10473,NA,noncanonical,other,None,chrVIII,10473,10538,-
orf111437,chr8_105153,NA,noncanonical,denovo,None,chrVIII,105153,105257,+
orf116840,chr8_105236,NA,noncanonical,denovo,None,chrVIII,105236,105364,-
orf107338,chr8_105937,NA,noncanonical,other,None,chrVIII,105937,106068,+
orf109316,chr8_106055,YHR001W,canonical,conserved,Verified,chrVIII,106055,107368,+
NA,chr8_107826,YHR001W-A,canonical,conserved,Verified,chrVIII,107826,108122,+
orf109320,chr8_108200,NA,noncanonical,denovo,None,chrVIII,108200,108292,+
orf109322,chr8_108812,YHR002W,canonical,conserved,Verified,chrVIII,108812,109885,+
orf106965,chr8_10924,NA,noncanonical,other,None,chrVIII,10924,11091,+
orf114765,chr8_110028,YHR003C,canonical,conserved,Verified,chrVIII,110028,111317,-
orf107349,chr8_110464,NA,noncanonical,other,None,chrVIII,110464,110748,+
orf118909,chr8_111754,YHR004C,canonical,conserved,Verified,chrVIII,111754,113094,-
orf114749,chr8_113499,YHR005C,canonical,conserved,Verified,chrVIII,113499,114917,-
orf109345,chr8_115499,NA,noncanonical,other,None,chrVIII,115499,115642,+
orf114743,chr8_115620,YHR005C-A,canonical,conserved,Verified,chrVIII,115620,115901,-
orf109346,chr8_115643,NA,noncanonical,other,None,chrVIII,115643,115768,+
orf118898,chr8_116821,NA,noncanonical,denovo,None,chrVIII,116821,116925,-
orf116778,chr8_117125,NA,noncanonical,denovo,None,chrVIII,117125,117274,-
orf118896,chr8_117178,NA,noncanonical,denovo,None,chrVIII,117178,117396,-
orf107379,chr8_117814,YHR006W,canonical,conserved,Verified,chrVIII,117814,119439,+
orf119278,chr8_11923,YHL046C,canonical,conserved,Verified,chrVIII,11923,12285,-
orf109370,chr8_119462,NA,noncanonical,denovo,None,chrVIII,119462,119512,+
orf118886,chr8_119908,NA,noncanonical,other,None,chrVIII,119908,119958,-
orf118885,chr8_120091,YHR007C,canonical,conserved,Verified,chrVIII,120091,121683,-
orf114719,chr8_121947,NA,noncanonical,other,None,chrVIII,121947,122078,-
orf107390,chr8_122086,NA,noncanonical,denovo,None,chrVIII,122086,122190,+
orf118881,chr8_122329,NA,noncanonical,denovo,None,chrVIII,122329,122490,-
orf114716,chr8_122550,YHR007C-A,canonical,denovo,Uncharacterized,chrVIII,122550,122765,-
orf109387,chr8_122561,NA,noncanonical,denovo,None,chrVIII,122561,122665,+
orf114715,chr8_122889,YHR008C,canonical,conserved,Verified,chrVIII,122889,123590,-
orf111508,chr8_123420,NA,noncanonical,other,None,chrVIII,123420,123542,+
orf111510,chr8_123900,NA,noncanonical,denovo,None,chrVIII,123900,123998,+
orf116756,chr8_124109,YHR009C,canonical,conserved,Verified,chrVIII,124109,125680,-
orf111513,chr8_124590,NA,noncanonical,other,None,chrVIII,124590,124811,+
orf116755,chr8_125780,NA,noncanonical,denovo,None,chrVIII,125780,125926,-
NA,chr8_126521,YHR010W,canonical,conserved,Verified,chrVIII,126521,127492,+
orf107410,chr8_127780,YHR011W,canonical,conserved,Verified,chrVIII,127780,129120,+
orf118857,chr8_129151,NA,noncanonical,denovo,None,chrVIII,129151,129321,-
NA,chr8_129481,YHR012W,canonical,conserved,Verified,chrVIII,129481,130448,+
orf109428,chr8_130610,NA,noncanonical,denovo,None,chrVIII,130610,130672,+
orf116738,chr8_130730,YHR013C,canonical,conserved,Verified,chrVIII,130730,131446,-
orf109436,chr8_132047,YHR014W,canonical,conserved,Verified,chrVIII,132047,132922,+
orf116729,chr8_133379,NA,noncanonical,denovo,None,chrVIII,133379,133465,-
orf111550,chr8_133587,NA,noncanonical,other,None,chrVIII,133587,133685,+
orf107433,chr8_134554,YHR015W,canonical,conserved,Verified,chrVIII,134554,136533,+
orf108951,chr8_13565,YHL044W,canonical,conserved,Uncharacterized,chrVIII,13565,14272,+
orf111558,chr8_136593,NA,noncanonical,denovo,None,chrVIII,136593,136685,+
NA,chr8_136881,YHR016C,canonical,conserved,Verified,chrVIII,136881,138455,-
orf107439,chr8_138694,YHR017W,canonical,conserved,Verified,chrVIII,138694,139851,+
orf118808,chr8_139921,NA,noncanonical,denovo,None,chrVIII,139921,140007,-
orf118807,chr8_140011,YHR018C,canonical,conserved,Verified,chrVIII,140011,141402,-
orf114659,chr8_141894,YHR019C,canonical,conserved,Verified,chrVIII,141894,143558,-
orf107452,chr8_143209,NA,noncanonical,other,None,chrVIII,143209,143454,+
orf109486,chr8_143996,YHR020W,canonical,conserved,Verified,chrVIII,143996,146062,+
orf118789,chr8_146623,NA,noncanonical,other,None,chrVIII,146623,146781,-
orf107464,chr8_146674,NA,noncanonical,other,None,chrVIII,146674,146745,+
orf107465,chr8_146884,NA,noncanonical,other,None,chrVIII,146884,146988,+
orf111599,chr8_147231,NA,noncanonical,other,None,chrVIII,147231,147314,+
orf111600,chr8_147498,NA,noncanonical,other,None,chrVIII,147498,147617,+
orf109493,chr8_147614,NA,noncanonical,other,None,chrVIII,147614,147691,+
NA,chr8_147871,YHR021C,canonical,conserved,Verified,chrVIII,147871,148669,-
orf111104,chr8_14901,YHL043W,canonical,conserved,Verified,chrVIII,14901,15413,+
orf109502,chr8_149225,YHR021W-A,canonical,denovo,Uncharacterized,chrVIII,149225,149680,+
orf114638,chr8_149322,NA,noncanonical,denovo,None,chrVIII,149322,149444,-
orf118776,chr8_149575,YHR022C,canonical,conserved,Uncharacterized,chrVIII,149575,150345,-
orf107484,chr8_151666,YHR023W,canonical,conserved,Verified,chrVIII,151666,157452,+
orf119263,chr8_15358,NA,noncanonical,other,None,chrVIII,15358,15429,-
orf106984,chr8_15667,YHL042W,canonical,conserved,Uncharacterized,chrVIII,15667,16119,+
orf118749,chr8_157744,YHR024C,canonical,conserved,Verified,chrVIII,157744,159192,-
orf111630,chr8_159438,YHR025W,canonical,conserved,Verified,chrVIII,159438,160511,+
orf109564,chr8_160844,YHR026W,canonical,conserved,Verified,chrVIII,160844,161485,+
orf109565,chr8_161558,NA,noncanonical,other,None,chrVIII,161558,161614,+
orf114587,chr8_161730,YHR027C,canonical,conserved,Verified,chrVIII,161730,164711,-
orf116590,chr8_164978,YHR028C,canonical,conserved,Verified,chrVIII,164978,167434,-
orf117168,chr8_16535,NA,noncanonical,other,None,chrVIII,16535,16747,-
orf111654,chr8_167352,YHR028W-A,noncanonical,denovo,Dubious,chrVIII,167352,167672,+
orf118706,chr8_167677,YHR029C,canonical,conserved,Verified,chrVIII,167677,168561,-
orf116588,chr8_168890,YHR030C,canonical,conserved,Verified,chrVIII,168890,170344,-
orf114559,chr8_170799,YHR031C,canonical,conserved,Verified,chrVIII,170799,172970,-
orf107538,chr8_173344,YHR032W,canonical,conserved,Verified,chrVIII,173344,175089,+
orf111675,chr8_175548,YHR033W,canonical,conserved,Uncharacterized,chrVIII,175548,176819,+
orf109631,chr8_176957,NA,noncanonical,other,None,chrVIII,176957,177100,+
orf118676,chr8_176965,YHR034C,canonical,conserved,Verified,chrVIII,176965,177999,-
orf107551,chr8_178219,YHR035W,canonical,conserved,Verified,chrVIII,178219,180111,+
orf116541,chr8_179750,NA,noncanonical,denovo,None,chrVIII,179750,179956,-
orf111683,chr8_180345,YHR036W,canonical,conserved,Verified,chrVIII,180345,181760,+
orf111114,chr8_18066,NA,noncanonical,other,None,chrVIII,18066,18233,+
orf116533,chr8_181373,NA,noncanonical,other,None,chrVIII,181373,181540,-
orf111685,chr8_181977,YHR037W,canonical,conserved,Verified,chrVIII,181977,183704,+
orf107578,chr8_183763,NA,noncanonical,denovo,None,chrVIII,183763,183813,+
orf107580,chr8_184066,YHR038W,canonical,conserved,Verified,chrVIII,184066,184758,+
orf114511,chr8_184782,NA,noncanonical,other,None,chrVIII,184782,184817,-
orf114510,chr8_184875,YHR039C,canonical,conserved,Verified,chrVIII,184875,186809,-
orf118639,chr8_187009,NA,noncanonical,other,None,chrVIII,187009,187107,-
orf107593,chr8_187165,NA,noncanonical,other,None,chrVIII,187165,187374,+
NA,chr8_187173,YHR039C-A,canonical,conserved,Verified,chrVIII,187173,187679,-
orf107595,chr8_187924,YHR040W,canonical,conserved,Verified,chrVIII,187924,189024,+
orf119244,chr8_18886,NA,noncanonical,other,None,chrVIII,18886,19176,-
NA,chr8_189131,YHR041C,canonical,conserved,Verified,chrVIII,189131,189864,-
orf111706,chr8_189255,NA,noncanonical,other,None,chrVIII,189255,189761,+
orf109690,chr8_189818,NA,noncanonical,other,None,chrVIII,189818,189961,+
orf109692,chr8_190244,NA,noncanonical,denovo,None,chrVIII,190244,190444,+
orf107599,chr8_190543,YHR042W,canonical,conserved,Verified,chrVIII,190543,192618,+
orf117159,chr8_19088,YHL040C,canonical,conserved,Verified,chrVIII,19088,20971,-
orf118614,chr8_192805,YHR043C,canonical,conserved,Verified,chrVIII,192805,193545,-
orf118610,chr8_194068,YHR044C,canonical,conserved,Verified,chrVIII,194068,194808,-
orf114475,chr8_195036,NA,noncanonical,other,None,chrVIII,195036,195086,-
orf109721,chr8_195551,YHR045W,canonical,conserved,Uncharacterized,chrVIII,195551,197233,+
orf118598,chr8_197398,YHR046C,canonical,conserved,Verified,chrVIII,197398,198285,-
orf111734,chr8_197499,NA,noncanonical,other,None,chrVIII,197499,197642,+
orf109722,chr8_198215,NA,noncanonical,other,None,chrVIII,198215,198373,+
orf116463,chr8_198740,YHR047C,canonical,conserved,Verified,chrVIII,198740,201310,-
orf107638,chr8_201850,NA,noncanonical,other,None,chrVIII,201850,201957,+
orf116459,chr8_202514,NA,noncanonical,other,None,chrVIII,202514,202666,-
orf118568,chr8_203389,NA,noncanonical,other,None,chrVIII,203389,203547,-
orf116453,chr8_203987,NA,noncanonical,other,None,chrVIII,203987,204058,-
orf116452,chr8_204098,NA,noncanonical,other,None,chrVIII,204098,204286,-
orf114433,chr8_204474,NA,noncanonical,denovo,None,chrVIII,204474,204581,-
orf107652,chr8_204607,YHR048W,canonical,conserved,Uncharacterized,chrVIII,204607,206151,+
orf116446,chr8_205895,NA,noncanonical,denovo,None,chrVIII,205895,206089,-
orf118558,chr8_206023,NA,noncanonical,denovo,None,chrVIII,206023,206301,-
orf109759,chr8_206462,YHR049W,canonical,conserved,Verified,chrVIII,206462,207193,+
orf116442,chr8_206951,NA,noncanonical,other,None,chrVIII,206951,207115,-
orf111783,chr8_207654,YHR050W,canonical,conserved,Verified,chrVIII,207654,209303,+
orf109764,chr8_209396,NA,noncanonical,other,None,chrVIII,209396,209593,+
orf111784,chr8_209475,YHR050W-A,canonical,other,Uncharacterized,chrVIII,209475,209645,+
orf109765,chr8_209705,YHR051W,canonical,conserved,Verified,chrVIII,209705,210151,+
orf107664,chr8_210418,NA,noncanonical,other,None,chrVIII,210418,210474,+
orf111790,chr8_210474,NA,noncanonical,denovo,None,chrVIII,210474,210560,+
orf115080,chr8_21081,NA,noncanonical,other,None,chrVIII,21081,21119,-
orf109768,chr8_210848,YHR052W,canonical,conserved,Verified,chrVIII,210848,211978,+
orf115078,chr8_21204,NA,noncanonical,denovo,None,chrVIII,21204,21284,-
orf111800,chr8_212262,NA,noncanonical,other,None,chrVIII,212262,212405,+
orf116422,chr8_213185,YHR054C,canonical,conserved,Uncharacterized,chrVIII,213185,214249,-
orf119231,chr8_21394,NA,noncanonical,denovo,None,chrVIII,21394,21489,-
orf111810,chr8_214191,NA,noncanonical,other,None,chrVIII,214191,214403,+
orf116418,chr8_215183,YHR056C,canonical,conserved,Verified,chrVIII,215183,217834,-
orf108990,chr8_21659,NA,noncanonical,other,None,chrVIII,21659,21799,+
orf109797,chr8_217406,YHR056W-A,noncanonical,denovo,Dubious,chrVIII,217406,217840,+
orf111134,chr8_21783,YHL039W,canonical,conserved,Verified,chrVIII,21783,23540,+
orf111828,chr8_218208,NA,noncanonical,other,None,chrVIII,218208,218453,+
orf114385,chr8_218226,YHR057C,canonical,conserved,Verified,chrVIII,218226,218843,-
orf114384,chr8_218997,YHR058C,canonical,conserved,Verified,chrVIII,218997,219884,-
orf107688,chr8_219022,NA,noncanonical,other,None,chrVIII,219022,219282,+
orf107692,chr8_220108,YHR059W,canonical,conserved,Verified,chrVIII,220108,220500,+
orf111840,chr8_220725,YHR060W,canonical,conserved,Verified,chrVIII,220725,221270,+
orf118493,chr8_221275,NA,noncanonical,other,None,chrVIII,221275,221370,-
orf116395,chr8_221534,YHR061C,canonical,conserved,Verified,chrVIII,221534,222478,-
orf111843,chr8_222264,NA,noncanonical,other,None,chrVIII,222264,222410,+
orf109808,chr8_222614,NA,noncanonical,denovo,None,chrVIII,222614,222835,+
orf118485,chr8_222877,YHR062C,canonical,conserved,Verified,chrVIII,222877,223758,-
orf109811,chr8_223019,NA,noncanonical,other,None,chrVIII,223019,223276,+
orf111849,chr8_223998,NA,noncanonical,denovo,None,chrVIII,223998,224168,+
orf116391,chr8_224030,YHR063C,canonical,conserved,Verified,chrVIII,224030,225169,-
orf114367,chr8_225198,NA,noncanonical,denovo,None,chrVIII,225198,225350,-
orf107717,chr8_225442,YHR063W-A,noncanonical,denovo,Dubious,chrVIII,225442,225777,+
orf114364,chr8_225525,YHR064C,canonical,conserved,Verified,chrVIII,225525,227243,-
orf114360,chr8_227532,YHR065C,canonical,conserved,Verified,chrVIII,227532,229163,-
orf111867,chr8_229335,YHR066W,canonical,conserved,Verified,chrVIII,229335,230696,+
orf111869,chr8_230970,YHR067W,canonical,conserved,Verified,chrVIII,230970,231812,+
orf109840,chr8_232133,YHR068W,canonical,conserved,Verified,chrVIII,232133,233296,+
orf116352,chr8_233579,YHR069C,canonical,conserved,Verified,chrVIII,233579,234658,-
orf109844,chr8_234881,YHR070W,canonical,conserved,Verified,chrVIII,234881,236380,+
orf118441,chr8_235336,NA,noncanonical,other,None,chrVIII,235336,235785,-
orf116349,chr8_236102,YHR070C-A,noncanonical,denovo,Dubious,chrVIII,236102,236512,-
orf119221,chr8_23617,YHL038C,canonical,conserved,Verified,chrVIII,23617,25509,-
orf111894,chr8_236871,NA,noncanonical,other,None,chrVIII,236871,236912,+
orf107760,chr8_237004,YHR071W,canonical,conserved,Verified,chrVIII,237004,237693,+
orf116338,chr8_238910,YHR071C-A,noncanonical,denovo,Dubious,chrVIII,238910,239230,-
orf107768,chr8_239098,YHR072W,canonical,conserved,Verified,chrVIII,239098,241293,+
orf109873,chr8_241664,YHR072W-A,canonical,conserved,Verified,chrVIII,241664,241840,+
orf116326,chr8_241787,NA,noncanonical,denovo,None,chrVIII,241787,241918,-
orf116325,chr8_242096,NA,noncanonical,denovo,None,chrVIII,242096,242191,-
orf109876,chr8_242582,YHR073W,canonical,conserved,Verified,chrVIII,242582,245572,+
orf107780,chr8_246193,YHR074W,canonical,conserved,Verified,chrVIII,246193,248337,+
orf114263,chr8_248439,YHR075C,canonical,conserved,Verified,chrVIII,248439,249641,-
orf114257,chr8_250236,NA,noncanonical,other,None,chrVIII,250236,250289,-
orf116293,chr8_250289,NA,noncanonical,other,None,chrVIII,250289,250366,-
orf107788,chr8_251101,YHR076W,canonical,conserved,Verified,chrVIII,251101,252225,+
orf114249,chr8_251493,NA,noncanonical,other,None,chrVIII,251493,251720,-
NA,chr8_252374,YHR077C,canonical,conserved,Verified,chrVIII,252374,255756,-
orf107802,chr8_256360,YHR078W,canonical,conserved,Uncharacterized,chrVIII,256360,258018,+
orf117142,chr8_25778,YHL037C,canonical,other,Uncharacterized,chrVIII,25778,26179,-
orf109938,chr8_258029,NA,noncanonical,denovo,None,chrVIII,258029,258124,+
orf118348,chr8_258244,YHR079C,canonical,conserved,Verified,chrVIII,258244,261591,-
NA,chr8_262192,YHR079C-A,canonical,conserved,Verified,chrVIII,262192,262553,-
orf111149,chr8_26241,YHL036W,canonical,conserved,Verified,chrVIII,26241,27881,+
orf114193,chr8_262755,NA,noncanonical,other,None,chrVIII,262755,262814,-
orf118343,chr8_262801,YHR080C,canonical,conserved,Verified,chrVIII,262801,266838,-
orf112018,chr8_267354,NA,noncanonical,denovo,None,chrVIII,267354,267410,+
orf107839,chr8_267538,YHR081W,canonical,conserved,Verified,chrVIII,267538,268092,+
orf109978,chr8_268160,NA,noncanonical,denovo,None,chrVIII,268160,268213,+
orf116249,chr8_268397,NA,noncanonical,denovo,None,chrVIII,268397,268438,-
orf118338,chr8_268459,YHR082C,canonical,conserved,Verified,chrVIII,268459,271548,-
orf109996,chr8_272627,YHR083W,canonical,conserved,Verified,chrVIII,272627,273616,+
orf107865,chr8_274174,YHR084W,canonical,conserved,Verified,chrVIII,274174,276240,+
orf110011,chr8_276764,YHR085W,canonical,conserved,Verified,chrVIII,276764,277768,+
orf116233,chr8_277169,NA,noncanonical,other,None,chrVIII,277169,277396,-
orf107872,chr8_277846,NA,noncanonical,other,None,chrVIII,277846,278022,+
orf110012,chr8_278153,YHR086W,canonical,conserved,Verified,chrVIII,278153,279724,+
orf115045,chr8_27978,YHL035C,canonical,conserved,Verified,chrVIII,27978,32756,-
orf112066,chr8_280002,NA,noncanonical,denovo,None,chrVIII,280002,280139,+
orf107878,chr8_280675,NA,noncanonical,other,None,chrVIII,280675,280731,+
orf110017,chr8_280820,YHR087W,canonical,conserved,Verified,chrVIII,280820,281155,+
orf114100,chr8_281112,NA,noncanonical,denovo,None,chrVIII,281112,281228,-
orf110020,chr8_281495,YHR088W,canonical,conserved,Verified,chrVIII,281495,282382,+
orf114095,chr8_282681,YHR089C,canonical,conserved,Verified,chrVIII,282681,283298,-
orf118298,chr8_283630,NA,noncanonical,denovo,None,chrVIII,283630,283752,-
orf118297,chr8_283777,YHR090C,canonical,conserved,Verified,chrVIII,283777,284625,-
orf118295,chr8_284839,YHR091C,canonical,conserved,Verified,chrVIII,284839,286770,-
orf112084,chr8_286191,NA,noncanonical,denovo,None,chrVIII,286191,286643,+
orf116198,chr8_287081,YHR092C,canonical,conserved,Verified,chrVIII,287081,288811,-
orf118282,chr8_289348,NA,noncanonical,denovo,None,chrVIII,289348,289500,-
orf118281,chr8_289570,NA,noncanonical,denovo,None,chrVIII,289570,289761,-
orf114060,chr8_290304,NA,noncanonical,denovo,None,chrVIII,290304,290390,-
orf116189,chr8_290822,NA,noncanonical,other,None,chrVIII,290822,290956,-
orf114055,chr8_290913,YHR094C,canonical,conserved,Verified,chrVIII,290913,292625,-
orf112113,chr8_294081,NA,noncanonical,denovo,None,chrVIII,294081,294194,+
orf116179,chr8_294443,NA,noncanonical,denovo,None,chrVIII,294443,294628,-
orf114049,chr8_294669,YHR096C,canonical,conserved,Verified,chrVIII,294669,296447,-
orf118251,chr8_297253,NA,noncanonical,denovo,None,chrVIII,297253,297381,-
NA,chr8_297385,YHR097C,canonical,conserved,Verified,chrVIII,297385,298609,-
orf114037,chr8_299145,YHR098C,canonical,conserved,Verified,chrVIII,299145,301934,-
orf107967,chr8_302761,YHR099W,canonical,conserved,Verified,chrVIII,302761,313995,+
orf110182,chr8_314087,NA,noncanonical,other,None,chrVIII,314087,314299,+
orf118187,chr8_314116,YHR100C,canonical,conserved,Verified,chrVIII,314116,314673,-
orf107970,chr8_314512,NA,noncanonical,denovo,None,chrVIII,314512,314607,+
orf118185,chr8_314761,NA,noncanonical,denovo,None,chrVIII,314761,314871,-
NA,chr8_314874,YHR101C,canonical,conserved,Verified,chrVIII,314874,315968,-
orf112170,chr8_316572,YHR102W,canonical,conserved,Verified,chrVIII,316572,319814,+
orf116047,chr8_319547,NA,noncanonical,other,None,chrVIII,319547,319756,-
orf110195,chr8_320414,YHR103W,canonical,conserved,Verified,chrVIII,320414,322972,+
orf110196,chr8_323216,NA,noncanonical,denovo,None,chrVIII,323216,323302,+
orf112191,chr8_323409,YHR104W,canonical,conserved,Verified,chrVIII,323409,324392,+
orf108009,chr8_324766,YHR105W,canonical,conserved,Verified,chrVIII,324766,325410,+
orf108010,chr8_325522,NA,noncanonical,denovo,None,chrVIII,325522,325590,+
orf110206,chr8_325598,YHR106W,canonical,conserved,Verified,chrVIII,325598,326626,+
orf116023,chr8_326654,NA,noncanonical,denovo,None,chrVIII,326654,326722,-
orf110207,chr8_326681,NA,noncanonical,denovo,None,chrVIII,326681,326776,+
orf118142,chr8_326710,NA,noncanonical,denovo,None,chrVIII,326710,326802,-
orf116022,chr8_326813,YHR107C,canonical,conserved,Verified,chrVIII,326813,328036,-
orf108020,chr8_328303,YHR108W,canonical,conserved,Verified,chrVIII,328303,330060,+
orf108023,chr8_330310,YHR109W,canonical,conserved,Verified,chrVIII,330310,332067,+
orf117093,chr8_33074,NA,noncanonical,other,None,chrVIII,33074,33109,-
orf109043,chr8_33176,YHL034W-A,noncanonical,denovo,Dubious,chrVIII,33176,33637,+
orf119189,chr8_33193,YHL034C,canonical,conserved,Verified,chrVIII,33193,34077,-
orf110246,chr8_332282,YHR110W,canonical,conserved,Verified,chrVIII,332282,332920,+
orf112220,chr8_333072,YHR111W,canonical,conserved,Verified,chrVIII,333072,334394,+
orf113904,chr8_334527,YHR112C,canonical,conserved,Verified,chrVIII,334527,335663,-
orf115985,chr8_335639,NA,noncanonical,other,None,chrVIII,335639,335788,-
orf118106,chr8_335881,NA,noncanonical,other,None,chrVIII,335881,336006,-
orf108044,chr8_336337,YHR113W,canonical,conserved,Verified,chrVIII,336337,337809,+
orf112232,chr8_337824,NA,noncanonical,denovo,None,chrVIII,337824,337874,+
orf112233,chr8_338031,NA,noncanonical,other,None,chrVIII,338031,338108,+
orf108045,chr8_338083,YHR114W,canonical,conserved,Verified,chrVIII,338083,339984,+
orf115966,chr8_340109,YHR115C,canonical,conserved,Verified,chrVIII,340109,341359,-
orf112244,chr8_341025,NA,noncanonical,other,None,chrVIII,341025,341282,+
orf108052,chr8_341665,YHR116W,canonical,conserved,Verified,chrVIII,341665,342120,+
orf108053,chr8_342349,YHR117W,canonical,conserved,Verified,chrVIII,342349,344268,+
orf115954,chr8_344321,YHR118C,canonical,conserved,Verified,chrVIII,344321,345628,-
orf110320,chr8_346043,YHR119W,canonical,conserved,Verified,chrVIII,346043,349285,+
orf118060,chr8_349201,NA,noncanonical,denovo,None,chrVIII,349201,349428,-
orf110322,chr8_349574,YHR120W,canonical,conserved,Verified,chrVIII,349574,352453,+
orf117087,chr8_35255,YHL033C,canonical,conserved,Verified,chrVIII,35255,36025,-
orf108074,chr8_352756,YHR121W,canonical,conserved,Verified,chrVIII,352756,353319,+
orf112309,chr8_353625,YHR122W,canonical,conserved,Verified,chrVIII,353625,354320,+
orf113823,chr8_354462,NA,noncanonical,denovo,None,chrVIII,354462,354563,-
NA,chr8_354815,YHR123W,canonical,conserved,Verified,chrVIII,354815,356081,+
orf110333,chr8_356129,NA,noncanonical,denovo,None,chrVIII,356129,356173,+
orf110334,chr8_356561,YHR124W,canonical,conserved,Verified,chrVIII,356561,358444,+
orf118038,chr8_357562,NA,noncanonical,other,None,chrVIII,357562,357729,-
orf113806,chr8_357795,NA,noncanonical,other,None,chrVIII,357795,357896,-
orf115886,chr8_359702,YHR126C,canonical,conserved,Uncharacterized,chrVIII,359702,360181,-
orf108102,chr8_360913,YHR127W,canonical,conserved,Verified,chrVIII,360913,361644,+
orf108103,chr8_361714,NA,noncanonical,other,None,chrVIII,361714,361773,+
orf112337,chr8_362010,YHR128W,canonical,conserved,Verified,chrVIII,362010,362765,+
orf115874,chr8_362999,YHR129C,canonical,conserved,Verified,chrVIII,362999,364153,-
orf119178,chr8_36379,YHL032C,canonical,conserved,Verified,chrVIII,36379,38508,-
orf110362,chr8_364553,NA,noncanonical,other,None,chrVIII,364553,364633,+
orf110363,chr8_364754,NA,noncanonical,other,None,chrVIII,364754,364879,+
orf113781,chr8_364965,YHR130C,canonical,denovo,Uncharacterized,chrVIII,364965,365300,-
orf113779,chr8_365340,YHR131C,canonical,conserved,Uncharacterized,chrVIII,365340,367892,-
orf112364,chr8_368154,NA,noncanonical,denovo,None,chrVIII,368154,368255,+
orf117998,chr8_368359,NA,noncanonical,other,None,chrVIII,368359,368502,-
orf113777,chr8_368502,YHR132C,canonical,conserved,Verified,chrVIII,368502,369794,-
orf108139,chr8_370054,YHR132W-A,canonical,conserved,Verified,chrVIII,370054,370449,+
orf113772,chr8_370722,YHR133C,canonical,conserved,Verified,chrVIII,370722,371597,-
orf115840,chr8_371630,NA,noncanonical,denovo,None,chrVIII,371630,371776,-
orf108145,chr8_371749,YHR134W,canonical,conserved,Verified,chrVIII,371749,372558,+
orf115147,chr8_3726,YHL049C,canonical,conserved,Uncharacterized,chrVIII,3726,4541,-
orf117982,chr8_372694,YHR135C,canonical,conserved,Verified,chrVIII,372694,374310,-
orf112379,chr8_372858,NA,noncanonical,denovo,None,chrVIII,372858,373022,+
